Job Title,Company,Location,Experience,Job ID,Listing URL,Job URL,Salary,Skills,Description,Company Details,Additional Requirements
Senior Software Engineer- Python developer,CGI,Hybrid - Hyderabad,5-10 Yrs,261225921946,https://www.naukri.com/job-listings-senior-software-engineer-python-developer-cgi-information-systems-and-management-consultants-private-limited-hyderabad-5-to-10-years-261225921946,https://www.naukri.com/job-listings-senior-software-engineer-python-developer-cgi-hybrid-hyderabad-5-10-yrs-261225921946,Avg. salary - 14.9 LPA,"Python, rds, kubernetes, iac, devops engineer, microservices, docker, lambda, git, sqs, iam, spark, ec2, devops, linux, jenkins, software engineer, cloudformation, s3, cloud security, vpc, python developer, compliance, gitlab, terraform, aws","Job description
Position Description:
. Over 5+ years of experience in development of AWS, SQS, Glue, python, pyspark, dynamic frame, dataframe
. Demonstrated competency with the following AWS services: ECS, EC2, ECR, S3, RDS, VPC, IAM, QuickSight, CloudFront, CloudFormation, CloudWatch, SQS, ElastiCache, Lambda, Glue ETL , Dynamodb , Neptune , route53 , Application Load balancers , ECS , SQS
. Strong knowledge on developing code using terraform (IAAC) tool
. Experienced in using GIT SCM tool












read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
rdskubernetesiacdevops engineermicroservicesdockerlambdagitsqsiamsparkec2devopslinuxjenkinssoftware engineercloudformations3cloud securityvpcpython developercompliancegitlabterraformaws",,
Python Software Developer,Infosys,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,090126034750,https://www.naukri.com/job-listings-python-software-developer-infosys-hyderabad-chennai-bengaluru-5-to-10-years-090126034750,https://www.naukri.com/job-listings-python-software-developer-infosys-hybrid-hyderabad-chennai-bengaluru-5-10-yrs-090126034750,Avg. salary - 7.6 LPA,"Python, Django, Machine Learning, Open Systems","Job description
Educational RequirementsBachelor of Engineering,BCA,BSc,MTech,MCA,MSc

Service Line Engineering Services

Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!




read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
DjangoMachine LearningOpen Systems",,
Python Software Developer -DN,Infosys,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,061125029301,https://www.naukri.com/job-listings-python-software-developer-dn-infosys-hyderabad-chennai-bengaluru-5-to-10-years-061125029301,https://www.naukri.com/job-listings-python-software-developer-dn-infosys-hyderabad-chennai-bengaluru-5-10-yrs-061125029301,Avg. salary - 7.6 LPA,"Python, Django, Machine Learning, Open Systems","Job description
Educational RequirementsBachelor of Engineering,BCA,BSc,MTech,MCA,MSc

Service Line Engineering Services

Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!




read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
DjangoMachine LearningOpen Systems",,
Staff Software Development Engineer (Python),GRUVE TECHNOLOGIES INDIA PRIVATE LIMITED,Pune,8-12 Yrs,130126006348,https://www.naukri.com/job-listings-staff-software-development-engineer-python-gruve-technologies-india-private-limited-pune-8-to-12-years-130126006348,https://www.naukri.com/job-listings-staff-software-development-engineer-python-gruve-technologies-india-private-limited-pune-8-12-yrs-130126006348,33-47 Lacs P.A.,"continuous integration, analytical, ci/cd, dbms, cloud technologies, sql, docker, cisco asa, git, devops, debugging, json, cd, rest, python, rdbms, software development, sqlite, python development, backend development, nosql, relational database management system, performance, fortinet, scrum, agile","Job description
Position summary:
We are looking for a Staff Software Development Engineer experience in Python development and hands-on expertise in SQL/NoSQL. You will be part of the core engineering team responsible for building and enhancing the tools and applications for cybersecurity policy management and migration across enterprise environments.
 The role requires strong backend development skills, an understanding of network/firewall configuration concepts, and a desire to build reliable and scalable migration solutions.
Key Roles & Responsibilities:
Develop core backend modules using Python and SQLite / RDBMS / NoSQL for handling firewall configuration extraction, transformation, and loading.
Implement plugin-based architecture to support various vendors.
Design efficient SQLite schemas to store device configuration data and migration metadata.
Work closely with the frontend team to build seamless and guided migration workflows.
Participate in discussions related to product architecture and data models.
Write reusable, testable, and efficient code following best practices.
Collaborate in Agile teams and take ownership of deliverables within sprint timelines.
Support troubleshooting, debugging, and performance tuning of application modules.
Basic Qualifications:
Bachelor’s degree in computer science, Engineering, or a related field.
9 - 12 years of experience in backend development with Python.
Strong knowledge of SQLite and relational database design.
Experience building REST APIs and working with JSON data structures.
Familiarity with software version control systems such as Git.
Good understanding of basic networking and firewall configuration concepts.
Ability to write clean, maintainable, and well-documented code.
Strong analytical, debugging, and problem-solving skills
Preferred Qualifications:
Experience working with firewall platforms (Cisco ASA, Palo Alto, Fortinet) or in network/security domains.
Exposure to plugin-based or modular software designs.
Experience with Docker & Cloud technologies will be added advantage.
Familiarity with DevOps pipelines and CI/CD practices.
Exposure to Agile/Scrum methodologies.
 Role: Search Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
continuous integrationanalyticalci/cddbmscloud technologiessqldockercisco asagitdevopsdebuggingjsoncdrestpythonrdbmssoftware developmentsqlitepython developmentbackend developmentnosqlrelational database management systemperformancefortinetscrumagile",,"Role: Search Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,eClerx,"Hybrid - Navi Mumbai, Pune",3-8 Yrs,060126033728,https://www.naukri.com/job-listings-python-developer-eclerx-navi-mumbai-pune-3-to-8-years-060126033728,https://www.naukri.com/job-listings-python-developer-eclerx-hybrid-navi-mumbai-pune-3-8-yrs-060126033728,9-13 Lacs P.A.,"Python Framework, Django, Python Development, Python, Flask, API, SQL","Job description

Job Title: Python Developer Location: Pune Experience Required: 6+ years Employment Type: Full-time Department: Technology / Software Development

Key Responsibilities
Design, develop, and maintain efficient, reusable, and reliable Python code
Build and optimize data pipelines and backend services using Python and SQL
Write complex SQL queries for data extraction, transformation, and reporting
Collaborate with cross-functional teams including data analysts, DevOps, and product managers
Ensure code quality through unit testing, code reviews, and adherence to best practices
Troubleshoot and debug applications to ensure optimal performance
Participate in architectural discussions and contribute to technical decisions .

Required Qualifications
• Bachelors or Master’s degree in Computer Engineering, Computer Science, or a related field
• 4–7 years of professional experience in Python development
• Strong proficiency in SQL and relational database systems (e.g., PostgreSQL, MySQL, MS SQL Server)
• Experience with frameworks such as Flask, Django, or FastAPI.
• Solid understanding of data structures, algorithms, and software design principles
• Good problem-solving skills and attention to detail
Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python FrameworkDjangoPython DevelopmentPythonFlask
APISQL",,"Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Infosys,Pune,8-11 Yrs,060126926980,https://www.naukri.com/job-listings-python-developer-infosys-limited-pune-8-to-11-years-060126926980,https://www.naukri.com/job-listings-python-developer-infosys-pune-8-11-yrs-060126926980,Avg. salary - 10.1 LPA,"python developer, architectural design, python, performance tuning, administration, machine learning, database administration, django, postgresql, compliance, design, leadership, sdlc, digital transformation, architecture","Job description
Educational Requirements
Bachelor of Engineering,Bachelor Of Science,Bachelor Of Comp
Applications,Bachelor Of Technology,Master Of Comp
Applications,Master Of Science,Master Of Engineering,Master Of Technology
Service Line
Engineering Services
Responsibilities
A day in the life of an Infoscion - As part of the Infosys delivery team, your primary role would be to provide best fit architectural solutions for one or more projects



read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
python developer
architectural designpythonperformance tuningadministrationmachine learningdatabase administrationdjangopostgresqlcompliancedesignleadershipsdlcdigital transformationarchitecture",,
Python Developer,Infosys,Pune,8-11 Yrs,060126501179,https://www.naukri.com/job-listings-python-developer-infosys-technologies-ltd-pune-8-to-11-years-060126501179,https://www.naukri.com/job-listings-python-developer-infosys-pune-8-11-yrs-060126501179,Avg. salary - 10.1 LPA,"Performance tuning, SOA, Postgresql, Django, Machine learning, Architectural design, Database administration, Competency development, SDLC, Python","Job description
A day in the life of an Infoscion As part of the Infosys delivery team, your primary role would be to provide best fit architectural solutions for one or more projects
You would also provide technology consultation and assist in defining scope and sizing of work You would implement solutions, create technology differentiation and leverage partner technologies
Additionally, you would participate in competency development with the objective of ensuring the best-fit and high quality technical solutions
You would be a key contributor in creating thought leadership within the area of technology specialization and in compliance with guidelines, policies and norms of Infosys
read more
Key Skills
Performance tuningSOAPostgresqlDjangoMachine learningArchitectural designDatabase administrationCompetency developmentSDLCPython",,
Python Software Developer,Onzestt Services,"Hyderabad, Pune, Bengaluru",5-10 Yrs,311225020621,https://www.naukri.com/job-listings-python-software-developer-onzestt-services-hyderabad-pune-bengaluru-5-to-10-years-311225020621,https://www.naukri.com/job-listings-python-software-developer-onzestt-services-hyderabad-pune-bengaluru-5-10-yrs-311225020621,17-25 Lacs P.A.,"Python, GIT, Django, OOPS, Python Development, Numpy, Flask, SQL","Job description
Strong proficiency in Python
Experience with Django / Flask / FastAPI
REST API development and integration
Experience with SQL/NoSQL databases (PostgreSQL, MongoDB)
Familiarity with Git and CI/CD pipelines
Understanding of Linux/Unix environments.
Role: IT Infrastructure Services - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Infrastructure Services
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
GITDjangoOOPSPython DevelopmentNumpyFlaskSQL",,"Role: IT Infrastructure Services - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Infrastructure Services"
Python developer,New Groyp Talentoj,"Hybrid - Noida, New Delhi, Gurugram",2-6 Yrs,130126006875,https://www.naukri.com/job-listings-python-developer-new-groyp-talentoj-noida-new-delhi-gurugram-2-to-6-years-130126006875,https://www.naukri.com/job-listings-python-developer-new-groyp-talentoj-hybrid-noida-new-delhi-gurugram-2-6-yrs-130126006875,2-5 Lacs P.A.,"Python, Artificial Intelligence, Fast Api, open ai, Al, LLM, ML","Job description
ROLE & RESPONSIBILITIES
A Python Developer is responsible for writing Python code using pre-defined packages for data and
machine learning purposes. They work with frameworks like Pandas, TensorFlow, PyTorch, and Scikit-Learn,
automate workflows, and collaborate with data scientists and engineers to ensure scalable and efficient ML solutions.

MUST HAVE
Should have 2 -5 years of experience in Python Development.
Good working experience in using libraries like Pandas and PyTorch/TensorFlow/ Scikit, etc.
Experience primarily implementing the backend
Average communication and good analytical skills.
Should be technically sharp and able to work with client independently.
Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
Artificial IntelligenceFast Apiopen aiAlLLMML",,"Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Developer,Persistent,Bengaluru,3-7 Yrs,171024011437,https://www.naukri.com/job-listings-python-developer-persistent-systems-limited-bengaluru-3-to-7-years-171024011437,https://www.naukri.com/job-listings-python-developer-persistent-bengaluru-3-7-yrs-171024011437,Avg. salary - 7.6 LPA,"python development, css, do, bootstrap, jquery, healthcare, sql, git, postgresql, oops, linux, json, html, mysql, data structures, api, team spirit, mongodb, programming, rest, python, mapping, orm, engineering, machine learning, javascript, django, framework, pyramid, front, flask, aws, python framework, object","Job description
About Persistent
We are a trusted Digital Engineering and Enterprise Modernization partner, combining deep technical expertise and industry experience to help our clients anticipate what?s next. Our offerings and proven solutions create a unique competitive advantage for our clients by giving them the power to see beyond and rise above. We work with many industry-leading organizations across the world including 14 of the 30 most innovative US companies, 80% of the largest banks in the US and India, and numerous innovators across the healthcare ecosystem.
Our growth trajectory continues, as we reported $1,186M annual revenue (13.2% Y-o-Y). Along with our growth, we?ve onboarded over 4900 new employees in the past year, bringing our total employee count to over 23,850+ people located in 21 countries across the globe. Throughout this market-leading growth, we?ve maintained strong employee satisfaction - over 94% of our employees approve of the CEO and 89% recommend working at Persistent to a friend.
read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
python development
cssdobootstrapjqueryhealthcaresqlgitpostgresqloopslinuxjsonhtmlmysqldata structuresapiteam spiritmongodbprogrammingrestpythonmappingormengineeringmachine learningjavascriptdjangoframeworkpyramidfrontflaskawspython frameworkobject",,
"Python Developer/ Senior Python developer (Python, AWS )",Indecomm,Hybrid - Bengaluru(M.G Road),3-8 Yrs,241125005754,https://www.naukri.com/job-listings-python-developer-senior-python-developer-python-aws-indecomm-bengaluru-3-to-8-years-241125005754,https://www.naukri.com/job-listings-python-developer-senior-python-developer-python-aws-indecomm-hybrid-bengaluru-m-g-road-3-8-yrs-241125005754,4-9 Lacs P.A.,"Lamda, Serverless, AWS, Python, Api Gateway, Aws Lambda, Aws Serverless","Job description
For more details, Whatsapp : 9113974266

Software Engineer Python/AWS
Location : Bengaluru
Exp : 3 to 10 Years

Position Description
We are seeking a skilled Software Engineer Production Support with strong experience in Python, AWS Lambda and serverless development. This role will focus on monitoring, troubleshooting and supporting serverless applications in production, while ensuring reliability, performance, and quick resolution of incidents. The ideal candidate should also have basic SQL knowledge and excellent communication skills to collaborate with cross-functional teams and stakeholders

Qualifications and Skills:
Bachelor’s degree in Computer Science, Engineering, or equivalent work experience.
3–8 years of experience in software development and production support.
Strong hands-on experience with Python programming.
Good knowledge of AWS Lambda and serverless application development.
Basic SQL knowledge for troubleshooting and data validation.
Familiarity with AWS services such as S3, RDS,CloudWatch, SNS, SQS, API Gateway, and IAM.
Good understanding of event-driven architecture and serverless workflows.
Experience with CI/CD pipelines and Infrastructure as Code tools (e.g., CloudFormation, Kubernetes) will be a Plus
Excellent communication and problem-solving skills.

Role: Full Stack Developer
Industry Type: Software Product
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Computer Science Engineering, Computer Science and Business System, Information Science, Information Technology, Computer Science, Computer Engineering, Electronics And Computer Engineering, Computers, Electronics Engineering, BCA in Web Programming, Computers, Computer Applications, Web Development, Computer Science
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
LamdaServerlessAWSPython
Api GatewayAws LambdaAws Serverless",,"Role: Full Stack Developer
Industry Type: Software Product
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Software Developer,Ampstek,Bengaluru,5-10 Yrs,291225923283,https://www.naukri.com/job-listings-python-software-developer-srs-infoway-bengaluru-5-to-10-years-291225923283,https://www.naukri.com/job-listings-python-software-developer-ampstek-bengaluru-5-10-yrs-291225923283,9-14 Lacs P.A.,"Unix, Python Development, python developer, Pytho, Unix Shell Scripting, Python Senior Software developer","Job description
Hiring! Python Developer with Unix Experience
Position: Python Developer
Location: Bangalore | Pune | Hyderabad
Experience: 5+ years
Salary: 12 LPA to 18 LPA (Negotiable based on experience)
Are you a passionate Python Developer with a strong background in Unix/Linux environments? Were looking for a skilled developer to join a dynamic team in one of India’s top tech hubs! If you are proficient in Python development, have a solid understanding of Unix systems, and thrive in collaborative environments, this is the perfect opportunity for you.
Key Responsibilities:
Develop and maintain scalable Python applications
Optimize code for performance, reliability, and scalability
Leverage your Unix/Linux expertise to manage and troubleshoot systems
Collaborate with cross-functional teams to deliver top-tier solutions
Stay up to date with the latest trends in Python and system administration
What We’re Looking For:
Strong proficiency in Python (experience with frameworks like Django, Flask, etc. is a plus)
Solid experience working with Unix/Linux systems
Ability to design, develop, and deploy robust applications
Good understanding of databases and APIs
Strong problem-solving skills and attention to detail
Excellent communication and collaboration skills


Role: IT Security - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Security
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
UnixPython Developmentpython developer
PythoUnix Shell ScriptingPython Senior Software developer",,"Role: IT Security - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Security"
Python Software Developer,Exathought,Hybrid - Bengaluru,5-7 Yrs,291225011367,https://www.naukri.com/job-listings-python-software-developer-exathought-bengaluru-5-to-7-years-291225011367,https://www.naukri.com/job-listings-python-software-developer-exathought-hybrid-bengaluru-5-7-yrs-291225011367,,"Python Development, Python, Pandas, API, Numpy","Job description
We are looking for an experienced Python Developer with 57 years of hands-on experience in designing, developing, and maintaining scalable applications. The ideal candidate should have strong technical expertise in Python and related frameworks, along with experience working in collaborative, fast-paced environments.

Key Responsibilities



















read more
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python DevelopmentPython
PandasAPINumpy",,
Python Software Developer,RMG,New Delhi,3-6 Yrs,261225019328,https://www.naukri.com/job-listings-python-software-developer-tech-rajendra-new-delhi-3-to-6-years-261225019328,https://www.naukri.com/job-listings-python-software-developer-rmg-new-delhi-3-6-yrs-261225019328,10-13 Lacs P.A.,"Python, Django Rest Api, Django, Postgresql, Python Development, AWS, Flask","Job description
Job Title: Python Developer Backend (Python/FastAPI/AWS)
Location: New Delhi (Dwarka , Sec 17)
Experience Required: 3- 4 Years
About the Role:
We are seeking a highly motivated Python Developer with 3+ years of experience in backend development to join our fast-growing engineering team. The ideal candidate is a hands-on developer with deep expertise in Python, Django/FastAPI, and cloud-native architectures using AWS or Azure. You will play a pivotal role in designing and developing scalable microservices and high-performance web applications across diverse domains including fintech, retail, and healthcare.
Key Responsibilities:
Lead the design, development, and deployment of scalable microservices using Python (FastAPI/Django).
Build and maintain RESTful APIs to enable seamless integration with front-end, third-party platforms, and external systems.
Architect cloud-native applications using AWS services like Lambda, S3, EC2, SQS, and CloudWatch.
Integrate real-time data pipelines using Kafka/RabbitMQ and ensure system responsiveness and fault tolerance.
Collaborate with cross-functional teams to implement features, resolve issues, and improve performance.
Apply containerization using Docker and orchestrate deployments using CI/CD pipelines (GitHub Actions, GitLab CI).
Contribute to system and architecture design discussions, ensuring code quality and scalability.
Required Skills & Experience:
Strong proficiency in Python with frameworks like Django, FastAPI, and Flask.
Expertise in cloud platforms – AWS (Lambda, SQS, SNS, EC2), Microsoft Azure.
Experience with PostgreSQL, MongoDB, and DynamoDB for data modeling and optimization.
Familiarity with Apache Kafka, RabbitMQ, and other messaging systems.
Solid understanding of CI/CD, Docker, and Kubernetes in production environments.
Proficiency in Git, JIRA, Confluence, and Agile methodologies.
Good exposure to React.js, Tailwind CSS is a plus for full-stack integration.
Good to Have:
Exposure to projects in domains such as banking (BaaS), eCommerce SaaS, and data analytics.
Experience with machine learning, EDA, or predictive modeling (e.g., house price prediction).
Knowledge of WebSockets, Celery, and Redis.
Education:
B.Tech in Computer Science or related field from a reputed university.



Role: IT Consulting - Other
Industry Type: Facility Management Services
Department: Consulting
Employment Type: Full Time, Permanent
Role Category: IT Consulting
Education
UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
Django Rest ApiDjangoPostgresqlPython DevelopmentAWSFlask",,"Role: IT Consulting - Other
Industry Type: Facility Management Services
Department: Consulting
Employment Type: Full Time, Permanent
Role Category: IT Consulting"
Python Software Developer,Stelling Technologies,"Kochi, Ernakulam",4-7 Yrs,221225022834,https://www.naukri.com/job-listings-python-software-developer-stelling-technologies-kochi-ernakulam-4-to-7-years-221225022834,https://www.naukri.com/job-listings-python-software-developer-stelling-technologies-kochi-ernakulam-4-7-yrs-221225022834,7-12 Lacs P.A.,"Python, Docker, Large Language Model, Python Development","Job description
We are looking for a Python Developer with strong backend skills and exposure to data/AI workflows. The role involves building secure, scalable backend services, integrating data and ML components into production, and collaborating closely with cross-functional teams.
Experience with Docker, data tools, and local/open-source LLMs will be a strong advantage.

Key Responsibilities

Design, develop, and maintain backend services and APIs using Python and modern web frameworks (FastAPI, Flask, Django, etc.).
Implement authentication, authorization, and security best practices across services and APIs.
Optimize backend components for performance, scalability, and reliability, including query optimization, caching, and efficient data structures.
Collaborate with frontend, product, and QA teams to deliver features end-to- end, from requirement gathering to production rollout.
Collaborate with data scientists / ML engineers to integrate models into production, including API endpoints, inference services, and supporting pipelines.
Work with data science / data engineering tools (Pandas, NumPy, Jupyter Notebook, etc.) for data manipulation, analysis, and validation.
Implement and improve logging, monitoring, and observability for production systems to ensure reliability and quick issue resolution.
Follow best practices in version control (Git), code reviews, testing, and CI/CD.
Continuously identify opportunities to improve performance, scalability, and maintainability of existing systems.
Stay up to date with relevant technologies and proactively adopt tools and practices that improve developer productivity and system quality.


Required Skills & Qualifications

4 - 7 years of professional experience as a Python Developer / Software Engineer.
Strong understanding of Python fundamentals (OOP, data structures, error handling, modules, standard library).
Strong problem-solving and analytical skills; ability to break down complex problems and design robust, scalable solutions.
Experience with at least one web/backend framework: FastAPI, Flask, or Django.
Good understanding of RESTful APIs, HTTP, JSON, and integration with external services.
Familiarity with databases such as PostgreSQL, MySQL, or MongoDB, including schema design and query optimization.
Experience with version control systems (preferably Git) and collaborative development workflows (branches, pull requests, code reviews).
Experience with Docker or containerized deployments.
Exposure to data science / data engineering tools such as Pandas, NumPy, Jupyter Notebook, etc.
Understanding of logging, monitoring, and observability in production systems (e.g., Prometheus, Grafana, ELK/EFK, or similar stacks).
Strong communication skills and ability to work effectively with cross-functional teams (frontend, product, QA, data, operations).
Ability to learn new technologies quickly and adapt to changing business requirements.
Proven ability to optimize applications for performance, scalability, and maintainability.
Experience with local LLM / open-source model usage and deployment (e.g., running, optimizing, or integrating models like LLaMA, Mistral, Gemma, etc., in on- prem or containerized environments).
Role: Software Development - Other
Industry Type: Travel & Tourism
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
DockerLarge Language ModelPython Development",,"Role: Software Development - Other
Industry Type: Travel & Tourism
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Software Developer,Artech Infosystems Pvt. Ltd,"Hybrid - Noida, Gurugram, Delhi / NCR",2-7 Yrs,201125013342,https://www.naukri.com/job-listings-python-software-developer-artech-noida-gurugram-delhi-ncr-2-to-7-years-201125013342,https://www.naukri.com/job-listings-python-software-developer-artech-infosystems-pvt-ltd-hybrid-noida-gurugram-delhi-ncr-2-7-yrs-201125013342,7-12 Lacs P.A.,"Python, Ci/Cd, Python Development, SQL","Job description
Software Developer (Backend-Developer)
We are seeking a skilled Backend Software Developer to join our team. This role focuses on designing, developing, and maintaining robust server-side applications and infrastructure using a variety of technologies.

1. Responsibilities:
• Design and implement scalable backend systems using Python and Java
• Develop and maintain RESTful APIs
• Work with SQL and NoSQL databases, including PostgreSQL, MySQL, and Cassandra
• Implement and manage message queuing systems using Kafka
• Containerize applications using Docker and orchestrate with Kubernetes
• Optimize application performance and ensure high availability
2. Technical Skills:
• Strong proficiency in Python and at least one Python web framework (e.g., Django, Flask)
• Programming Languages: Proficiency in Python
• Expertise in SQL and database management (PostgreSQL, MySQL) any of them
• Knowledge of NoSQL databases, particularly Cassandra
• Familiarity with message brokers, especially Apache Kafka
• Proficiency in Linux operating system
• Experience with containerization using Docker
• Understanding of container orchestration with Kubernetes
• Version control with Git
• Software Development: Experience with software development methodologies and best practices.
• Data Structures and Algorithms: Strong understanding and practical application5
• Object-Oriented Design (OOD): Ability to apply OOD principles for flexible and modular software.
• Database Management: Knowledge of SQL and experience with both relational and NoSQL databases.
• Version Control: Proficiency with Git and experience managing complex branching strategies
• Testing and Debugging: Expertise in software testing methodologies and debugging techniques.
• API Development: Experience in designing and implementing RESTful APIs
• DevOps Practices: Familiarity with CI/CD pipelines and cloud platforms (e.g., AWS, Azure)
• Experience with test-driven development and automated testing frameworks (e.g., Pytest)
• Experience with Spring Boot framework for Java applications and Java, JavaScript would be nice to have.
3. Soft Skills
• Problem-solving: Ability to analyze complex issues and develop innovative solutions
• Communication: Excellent verbal and written communication skills
• Teamwork: Ability to collaborate effectively in a team environment
• Attention to Detail: Meticulous approach to coding and documentation
• Time Management: Capacity to manage multiple projects and meet deadlines
• Adaptability: Willingness to learn new technologies and methodologies
4. Qualifications:
• Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field
• 4+ years of professional software development experience.
• Strong portfolio demonstrating proficiency in multiple programming languages and technologies
• Commitment to writing clean, maintainable, and efficient code


Role: Software Development - Other
Industry Type: Recruitment / Staffing
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Python
Ci/CdPython DevelopmentSQL",,"Role: Software Development - Other
Industry Type: Recruitment / Staffing
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
Python Software Developer,Cloudxtreme,"Hyderabad, Bengaluru, Delhi / NCR",7-12 Yrs,100925009251,https://www.naukri.com/job-listings-python-software-developer-cloudxtreme-hyderabad-bengaluru-delhi-ncr-7-to-12-years-100925009251,https://www.naukri.com/job-listings-python-software-developer-cloudxtreme-hyderabad-bengaluru-delhi-ncr-7-12-yrs-100925009251,16-26 Lacs P.A.,"Rest, Fast Api, Python Development, Django","Job description
Job Description:

Python Fast API-Python,Fast API,
Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
RestFast ApiPython Development
Django",,"Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development"
